SegmentID,SegmentName,SegmentTrace
512,"Sargent 2011 CFM, Subsection 8","[[-121.52609, 36.9166, 0.0], [-121.52101, 36.91338, 0.0], [-121.46932, 36.89319, 0.0]]"
1759,"Sargent 2011 CFM, Subsection 7","[[-121.57625, 36.94842, 0.0], [-121.52609, 36.9166, 0.0]]"
2029,"Hosgri (Extension), Subsection 1","[[-120.68697, 34.63677, 0.0], [-120.68738, 34.66301, 0.0], [-120.68787, 34.66897, 0.0]]"
544,"Hosgri (Extension), Subsection 0","[[-120.68647, 34.60456, 0.0], [-120.68697, 34.63677, 0.0]]"
240,"Ludlow, Subsection 5","[[-116.17083, 34.73425, 0.0], [-116.16055, 34.70521, 0.0], [-116.14503, 34.69086, 0.0]]"
345,"Ludlow, Subsection 4","[[-116.18765, 34.78172, 0.0], [-116.17083, 34.73425, 0.0]]"
1837,"Ludlow, Subsection 3","[[-116.21646, 34.82482, 0.0], [-116.21665, 34.82371, 0.0], [-116.18825, 34.78341, 0.0], [-116.18765, 34.78172, 0.0]]"
1331,"Ludlow, Subsection 2","[[-116.20808, 34.87378, 0.0], [-116.21646, 34.82482, 0.0]]"
708,"Rose Canyon, Subsection 19","[[-117.40661, 33.11814, 0.0], [-117.41, 33.124, 0.0], [-117.4355, 33.141, 0.0]]"
905,"Newport-Inglewood (Offshore), Subsection 13","[[-117.46105, 33.18925, 0.0], [-117.42914, 33.15593, 0.0]]"
1708,"Newport-Inglewood (Offshore), Subsection 12","[[-117.49485, 33.22088, 0.0], [-117.48698, 33.21629, 0.0], [-117.46105, 33.18925, 0.0]]"
1644,"Newport-Inglewood (Offshore), Subsection 11","[[-117.53673, 33.24531, 0.0], [-117.49485, 33.22088, 0.0]]"
451,"Newport-Inglewood (Offshore), Subsection 10","[[-117.57077, 33.27665, 0.0], [-117.54735, 33.2515, 0.0], [-117.53673, 33.24531, 0.0]]"
1854,"Newport-Inglewood (Offshore), Subsection 9","[[-117.60218, 33.31033, 0.0], [-117.57077, 33.27665, 0.0]]"
2220,"Newport-Inglewood (Offshore), Subsection 8","[[-117.6336, 33.344, 0.0], [-117.60218, 33.31033, 0.0]]"
1319,"Newport-Inglewood (Offshore), Subsection 7","[[-117.66505, 33.37767, 0.0], [-117.6336, 33.344, 0.0]]"
1686,"Newport-Inglewood (Offshore), Subsection 6","[[-117.6971, 33.41093, 0.0], [-117.68819, 33.40241, 0.0], [-117.66505, 33.37767, 0.0]]"
241,"Newport-Inglewood (Offshore), Subsection 5","[[-117.73076, 33.44309, 0.0], [-117.6971, 33.41093, 0.0]]"
1081,"Newport-Inglewood (Offshore), Subsection 4","[[-117.76445, 33.47524, 0.0], [-117.73076, 33.44309, 0.0]]"
2048,"Newport-Inglewood (Offshore), Subsection 3","[[-117.79816, 33.50738, 0.0], [-117.76445, 33.47524, 0.0]]"
1344,"Newport-Inglewood (Offshore), Subsection 2","[[-117.83686, 33.53533, 0.0], [-117.79886, 33.50804, 0.0], [-117.79816, 33.50738, 0.0]]"
485,"Newport-Inglewood (Offshore), Subsection 1","[[-117.87569, 33.56319, 0.0], [-117.83686, 33.53533, 0.0]]"
2375,"Newport-Inglewood (Offshore), Subsection 0","[[-117.91455, 33.59104, 0.0], [-117.87569, 33.56319, 0.0]]"
1035,"Newport-Inglewood alt 2, Subsection 0","[[-117.92467, 33.60599, 0.0], [-117.9744, 33.65699, 0.0]]"
2402,"Newport-Inglewood alt 2, Subsection 1","[[-117.9744, 33.65699, 0.0], [-117.99491, 33.678, 0.0], [-118.03264, 33.69543, 0.0], [-118.03481, 33.69745, 0.0]]"
1606,"Newport-Inglewood alt 2, Subsection 2","[[-118.03481, 33.69745, 0.0], [-118.08751, 33.74639, 0.0]]"
2591,"Newport-Inglewood alt 2, Subsection 3","[[-118.08751, 33.74639, 0.0], [-118.09271, 33.75121, 0.0], [-118.14796, 33.78857, 0.0]]"
1300,"Newport-Inglewood alt 2, Subsection 4","[[-118.14796, 33.78857, 0.0], [-118.19512, 33.82041, 0.0], [-118.20422, 33.8336, 0.0]]"
2011,"Mendocino, Subsection 32","[[-126.14722, 40.41375, 0.0], [-126.20571, 40.4134, 0.0]]"
1492,"Mendocino, Subsection 33","[[-126.20571, 40.4134, 0.0], [-126.26421, 40.41302, 0.0]]"
111,"Mendocino, Subsection 34","[[-126.26421, 40.41302, 0.0], [-126.3227, 40.41262, 0.0]]"
1120,"Oceanic - West Huasna, Subsection 6","[[-120.44047, 35.10849, 0.0], [-120.45711, 35.12092, 0.0], [-120.46901, 35.13618, 0.0]]"
23,"Oceanic - West Huasna, Subsection 5","[[-120.40919, 35.08273, 0.0], [-120.41297, 35.08794, 0.0], [-120.44047, 35.10849, 0.0]]"
16,"Oceanic - West Huasna, Subsection 4","[[-120.38641, 35.05132, 0.0], [-120.40919, 35.08273, 0.0]]"
2183,"Oceanic - West Huasna, Subsection 3","[[-120.36364, 35.0199, 0.0], [-120.38641, 35.05132, 0.0]]"
326,"Oceanic - West Huasna, Subsection 2","[[-120.34399, 34.98734, 0.0], [-120.34863, 34.99916, 0.0], [-120.36364, 35.0199, 0.0]]"
1199,"Oceanic - West Huasna, Subsection 1","[[-120.33034, 34.95256, 0.0], [-120.34399, 34.98734, 0.0]]"
1731,"San Luis Range (So Margin), Subsection 7","[[-120.28813, 34.88604, 0.0], [-120.30979, 34.91098, 0.0], [-120.35178, 34.93719, 0.0]]"
1011,"San Luis Range (So Margin), Subsection 1","[[-119.86472, 34.62903, 0.0], [-119.87916, 34.65718, 0.0], [-119.92787, 34.67369, 0.0]]"
973,"Ozena, Subsection 0","[[-119.70618, 34.8866, 0.0], [-119.6211, 34.8301, 0.0], [-119.61746, 34.82835, 0.0]]"
1510,"Ozena, Subsection 1","[[-119.61746, 34.82835, 0.0], [-119.5833, 34.8119, 0.0], [-119.51079, 34.79974, 0.0]]"
2126,"Ozena, Subsection 2","[[-119.51079, 34.79974, 0.0], [-119.5058, 34.7989, 0.0], [-119.4508, 34.7649, 0.0], [-119.42333, 34.74145, 0.0]]"
836,"Puente Hills (Coyote Hills), Subsection 0","[[-117.86731, 33.89773, 2.8], [-117.92065, 33.87145, 2.8], [-117.95267, 33.87328, 2.8]]"
1613,"Puente Hills (Coyote Hills), Subsection 1","[[-117.95267, 33.87328, 2.8], [-117.96642, 33.87406, 2.8], [-118.04352, 33.8928, 2.8]]"
899,"Panamint Valley, Subsection 3","[[-117.08207, 35.70509, 0.0], [-117.09048, 35.71124, 0.0], [-117.12067, 35.75346, 0.0]]"
1330,"Panamint Valley, Subsection 4","[[-117.12067, 35.75346, 0.0], [-117.12139, 35.75448, 0.0], [-117.14485, 35.80803, 0.0]]"
1687,"Panamint Valley, Subsection 5","[[-117.14485, 35.80803, 0.0], [-117.16798, 35.86077, 0.0], [-117.16819, 35.8628, 0.0]]"
789,"Panamint Valley, Subsection 6","[[-117.16819, 35.8628, 0.0], [-117.17103, 35.89042, 0.0], [-117.18531, 35.91842, 0.0]]"
1282,"Panamint Valley, Subsection 7","[[-117.18531, 35.91842, 0.0], [-117.18646, 35.92066, 0.0], [-117.20383, 35.97444, 0.0]]"
565,"Panamint Valley, Subsection 8","[[-117.20383, 35.97444, 0.0], [-117.21472, 36.00811, 0.0], [-117.21847, 36.03111, 0.0]]"
1847,"Panamint Valley, Subsection 9","[[-117.21847, 36.03111, 0.0], [-117.21965, 36.03833, 0.0], [-117.19668, 36.07086, 0.0], [-117.19891, 36.08402, 0.0]]"
725,"Panamint Valley, Subsection 10","[[-117.19891, 36.08402, 0.0], [-117.20865, 36.14149, 0.0]]"
2390,"Panamint Valley, Subsection 11","[[-117.20865, 36.14149, 0.0], [-117.21841, 36.19896, 0.0]]"
2542,"Panamint Valley, Subsection 12","[[-117.21841, 36.19896, 0.0], [-117.21977, 36.20696, 0.0], [-117.25047, 36.25032, 0.0]]"
1061,"Panamint Valley, Subsection 13","[[-117.25047, 36.25032, 0.0], [-117.26433, 36.26987, 0.0], [-117.29775, 36.29298, 0.0]]"
985,"Panamint Valley, Subsection 14","[[-117.29775, 36.29298, 0.0], [-117.31814, 36.30707, 0.0], [-117.34038, 36.33871, 0.0]]"
558,"Panamint Valley, Subsection 15","[[-117.34038, 36.33871, 0.0], [-117.3759, 36.38918, 0.0]]"
291,"Imperial, Subsection 3","[[-115.2696, 32.58166, 0.0], [-115.30318, 32.61887, 0.0]]"
1614,"Imperial, Subsection 2","[[-115.23604, 32.54445, 0.0], [-115.2696, 32.58166, 0.0]]"
1411,"Shoreline, Subsection 1","[[-120.78663, 35.16724, 0.0], [-120.799, 35.177, 0.0], [-120.83769, 35.19558, 0.0]]"
2578,"San Luis Range (So Margin), Subsection 8","[[-120.35178, 34.93719, 0.0], [-120.41399, 34.97596, 0.0], [-120.42213, 34.98318, 0.0]]"
2565,"Point Reyes 2011 CFM, Subsection 10","[[-123.24698, 38.22097, 0.0], [-123.26227, 38.26626, 0.0]]"
744,"Point Reyes 2011 CFM, Subsection 11","[[-123.26227, 38.26626, 0.0], [-123.27758, 38.31156, 0.0]]"
1406,"Peralta Hills, Subsection 1","[[-117.81449, 33.82501, 0.3], [-117.81728, 33.82453, 0.3], [-117.88581, 33.84352, 0.3]]"
1208,"Peralta Hills, Subsection 0","[[-117.74095, 33.83765, 0.3], [-117.81449, 33.82501, 0.3]]"
84,"Elsinore (Glen Ivy) rev, Subsection 0","[[-117.59, 33.8289, 0.0], [-117.548, 33.8129, 0.0], [-117.5309, 33.79922, 0.0]]"
486,"Elsinore (Glen Ivy) rev, Subsection 1","[[-117.5309, 33.79922, 0.0], [-117.48055, 33.75891, 0.0]]"
523,"Elsinore (Glen Ivy) rev, Subsection 2","[[-117.48055, 33.75891, 0.0], [-117.46332, 33.7451, 0.0], [-117.44568, 33.73183, 0.0], [-117.4279, 33.72083, 0.0]]"
1122,"Elsinore (Glen Ivy) rev, Subsection 3","[[-117.4279, 33.72083, 0.0], [-117.42415, 33.71851, 0.0], [-117.40265, 33.70453, 0.0], [-117.3727, 33.68522, 0.0]]"
624,"So Sierra Nevada, Subsection 8","[[-117.90422, 35.84897, 0.0], [-117.9113, 35.92661, 0.0]]"
2643,"So Sierra Nevada, Subsection 9","[[-117.9113, 35.92661, 0.0], [-117.91198, 35.9341, 0.0], [-117.94594, 35.97259, 0.0], [-117.95396, 35.99469, 0.0]]"
454,"So Sierra Nevada, Subsection 10","[[-117.95396, 35.99469, 0.0], [-117.98113, 36.06937, 0.0]]"
2087,"So Sierra Nevada, Subsection 11","[[-117.98113, 36.06937, 0.0], [-117.985, 36.08, 0.0], [-118.009, 36.124, 0.0], [-118.00533, 36.14244, 0.0]]"
1424,"So Sierra Nevada, Subsection 12","[[-118.00533, 36.14244, 0.0], [-117.99, 36.2193, 0.0]]"
201,"Sierra Nevada  (No Extension), Subsection 0","[[-117.99, 36.2193, 0.0], [-118.03435, 36.28645, 0.0]]"
818,"Sierra Nevada  (No Extension), Subsection 1","[[-118.03435, 36.28645, 0.0], [-118.03889, 36.29331, 0.0], [-118.03034, 36.35179, 0.0], [-118.03056, 36.3612, 0.0]]"
761,"Owens Valley, Subsection 10","[[-118.16246, 36.85599, 0.0], [-118.18705, 36.90975, 0.0]]"
608,"Owens Valley, Subsection 11","[[-118.18705, 36.90975, 0.0], [-118.197, 36.9315, 0.0], [-118.211, 36.9637, 0.0]]"
2332,"Owens Valley, Subsection 12","[[-118.211, 36.9637, 0.0], [-118.23453, 37.01777, 0.0]]"
2600,"Owens Valley, Subsection 13","[[-118.23453, 37.01777, 0.0], [-118.2581, 37.07183, 0.0]]"
239,"Owens Valley, Subsection 14","[[-118.2581, 37.07183, 0.0], [-118.2817, 37.12589, 0.0]]"
2458,"Cleghorn, Subsection 0","[[-117.47254, 34.30754, 0.0], [-117.40532, 34.29026, 0.0]]"
256,"Cleghorn, Subsection 1","[[-117.40532, 34.29026, 0.0], [-117.38795, 34.28579, 0.0], [-117.3455, 34.29428, 0.0], [-117.3386, 34.29015, 0.0]]"
347,"Cleghorn, Subsection 2","[[-117.3386, 34.29015, 0.0], [-117.31718, 34.2773, 0.0], [-117.27334, 34.27522, 0.0]]"
2585,"Cleghorn, Subsection 3","[[-117.27334, 34.27522, 0.0], [-117.25774, 34.27447, 0.0], [-117.20396, 34.28296, 0.0]]"
649,"San Diego Trough south, Subsection 13","[[-117.13481, 32.04158, 0.0], [-117.11048, 32.02117, 0.0], [-117.10581, 32.01429, 0.0]]"
2348,"San Diego Trough south, Subsection 14","[[-117.10581, 32.01429, 0.0], [-117.08406, 31.98228, 0.0]]"
2336,"San Diego Trough south, Subsection 15","[[-117.08406, 31.98228, 0.0], [-117.08301, 31.98074, 0.0], [-117.06818, 31.9479, 0.0]]"
941,"San Diego Trough south, Subsection 16","[[-117.06818, 31.9479, 0.0], [-117.05261, 31.91339, 0.0]]"
1530,"San Diego Trough south, Subsection 17","[[-117.05261, 31.91339, 0.0], [-117.03706, 31.87888, 0.0]]"
559,"San Diego Trough south, Subsection 18","[[-117.03706, 31.87888, 0.0], [-117.03377, 31.87158, 0.0], [-117.01624, 31.84654, 0.0]]"
790,"San Diego Trough south, Subsection 19","[[-117.01624, 31.84654, 0.0], [-117.00118, 31.825, 0.0], [-116.99072, 31.8171, 0.0]]"
139,"San Diego Trough south, Subsection 20","[[-116.99072, 31.8171, 0.0], [-116.96516, 31.79777, 0.0], [-116.95779, 31.793, 0.0]]"
2098,"San Diego Trough south, Subsection 21","[[-116.95779, 31.793, 0.0], [-116.92325, 31.77057, 0.0]]"
2237,"San Diego Trough south, Subsection 22","[[-116.92325, 31.77057, 0.0], [-116.89638, 31.75311, 0.0], [-116.88901, 31.74783, 0.0]]"
2517,"San Diego Trough south, Subsection 23","[[-116.88901, 31.74783, 0.0], [-116.85581, 31.72401, 0.0]]"
2262,"San Diego Trough south, Subsection 24","[[-116.85581, 31.72401, 0.0], [-116.82261, 31.70018, 0.0]]"
379,"San Diego Trough south, Subsection 25","[[-116.82261, 31.70018, 0.0], [-116.80064, 31.68439, 0.0], [-116.79174, 31.67447, 0.0]]"
637,"San Diego Trough south, Subsection 26","[[-116.79174, 31.67447, 0.0], [-116.773, 31.65361, 0.0], [-116.76366, 31.64647, 0.0]]"
1602,"San Diego Trough south, Subsection 27","[[-116.76366, 31.64647, 0.0], [-116.73137, 31.62178, 0.0]]"
21,"San Diego Trough south, Subsection 28","[[-116.73137, 31.62178, 0.0], [-116.70513, 31.6017, 0.0], [-116.69759, 31.59917, 0.0]]"
157,"Imperial, Subsection 1","[[-115.2025, 32.50723, 0.0], [-115.23604, 32.54445, 0.0]]"
2323,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 0","[[-119.89769, 34.42981, 0.0], [-119.86875, 34.42478, 0.0], [-119.85678, 34.42649, 0.0]]"
2453,"North Channel, Subsection 12","[[-119.88322, 34.34937, 1.1], [-119.90947, 34.35373, 1.1], [-119.91558, 34.36288, 1.1]]"
1305,"North Channel, Subsection 13","[[-119.91558, 34.36288, 1.1], [-119.93463, 34.39139, 1.1]]"
2544,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 13","[[-124.47014, 41.90469, 0.0], [-124.51038, 41.9464, 0.0], [-124.5598, 41.97566, 0.0]]"
1673,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 14","[[-124.5598, 41.97566, 0.0], [-124.59484, 41.99637, 0.0], [-124.64267, 42.05084, 0.0]]"
841,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 15","[[-124.64267, 42.05084, 0.0], [-124.64301, 42.05122, 0.0], [-124.67847, 42.14403, 0.0], [-124.67886, 42.14539, 0.0]]"
1791,"Cerro Prieto, Subsection 6","[[-115.2759, 32.398, 0.0], [-115.23657, 32.37152, 0.0], [-115.21813, 32.35761, 0.0]]"
175,"Cerro Prieto, Subsection 7","[[-115.21813, 32.35761, 0.0], [-115.1622, 32.31539, 0.0]]"
1221,"Cerro Prieto, Subsection 8","[[-115.1622, 32.31539, 0.0], [-115.1605, 32.31411, 0.0], [-115.10397, 32.27551, 0.0]]"
1074,"Cerro Prieto, Subsection 9","[[-115.10397, 32.27551, 0.0], [-115.0838, 32.26172, 0.0], [-115.04576, 32.23561, 0.0]]"
1132,"Imperial, Subsection 0","[[-115.169, 32.47, 0.0], [-115.2025, 32.50723, 0.0]]"
2045,"San Jacinto (Clark) rev, Subsection 5","[[-116.16819, 33.29536, 0.0], [-116.147, 33.2854, 0.0], [-116.099, 33.2558, 0.0]]"
2059,"Elysian Park (Upper), Subsection 2","[[-118.24192, 34.07267, 3.0], [-118.29677, 34.11258, 3.0]]"
1911,"Elysian Park (Upper), Subsection 1","[[-118.17147, 34.06369, 3.0], [-118.23476, 34.06746, 3.0], [-118.24192, 34.07267, 3.0]]"
2263,"Elysian Park (Upper), Subsection 0","[[-118.09977, 34.06834, 3.0], [-118.13036, 34.06122, 3.0], [-118.17147, 34.06369, 3.0]]"
1392,"Bartlett Springs 2011 CFM, Subsection 9","[[-122.94751, 39.451, 0.0], [-122.95553, 39.4664, 0.0], [-122.98694, 39.50726, 0.0]]"
56,"Bartlett Springs 2011 CFM, Subsection 10","[[-122.98694, 39.50726, 0.0], [-123.02938, 39.56238, 0.0]]"
1123,"Bartlett Springs 2011 CFM, Subsection 11","[[-123.02938, 39.56238, 0.0], [-123.04565, 39.58348, 0.0], [-123.07927, 39.61337, 0.0]]"
2316,"Bartlett Springs 2011 CFM, Subsection 12","[[-123.07927, 39.61337, 0.0], [-123.12053, 39.65001, 0.0], [-123.13706, 39.65904, 0.0]]"
803,"Bartlett Springs 2011 CFM, Subsection 13","[[-123.13706, 39.65904, 0.0], [-123.20501, 39.69611, 0.0]]"
2005,"Bartlett Springs 2011 CFM, Subsection 14","[[-123.20501, 39.69611, 0.0], [-123.2182, 39.70329, 0.0], [-123.26279, 39.74194, 0.0]]"
1410,"Bartlett Springs 2011 CFM, Subsection 15","[[-123.26279, 39.74194, 0.0], [-123.27021, 39.74837, 0.0], [-123.28668, 39.80241, 0.0]]"
186,"Bartlett Springs 2011 CFM, Subsection 16","[[-123.28668, 39.80241, 0.0], [-123.28762, 39.80548, 0.0], [-123.31813, 39.86175, 0.0]]"
2081,"San Gorgonio Pass, Subsection 2","[[-116.96672, 33.96823, 0.0], [-116.97892, 33.97674, 0.0], [-117.0666, 33.98509, 0.0]]"
2448,"San Gorgonio Pass, Subsection 1","[[-116.88184, 33.93843, 0.0], [-116.91079, 33.92917, 0.0], [-116.96672, 33.96823, 0.0]]"
1540,"San Gorgonio Pass, Subsection 0","[[-116.78005, 33.93929, 0.0], [-116.85612, 33.94665, 0.0], [-116.88184, 33.93843, 0.0]]"
808,"Santa Susana alt 2, Subsection 6","[[-118.71804, 34.34714, 0.0], [-118.73348, 34.34376, 0.0], [-118.77138, 34.37235, 0.0]]"
1936,"Santa Susana alt 2, Subsection 5","[[-118.65818, 34.34054, 0.0], [-118.68083, 34.35526, 0.0], [-118.71804, 34.34714, 0.0]]"
1573,"Santa Susana alt 2, Subsection 4","[[-118.6037, 34.30927, 0.0], [-118.61158, 34.31025, 0.0], [-118.65818, 34.34054, 0.0]]"
1277,"Red Mountain, Subsection 9","[[-120.11376, 34.38296, 0.0], [-120.20452, 34.37447, 0.0]]"
537,"Red Mountain, Subsection 10","[[-120.20452, 34.37447, 0.0], [-120.29527, 34.36592, 0.0]]"
2364,"Red Mountain, Subsection 11","[[-120.29527, 34.36592, 0.0], [-120.386, 34.3573, 0.0]]"
1683,"Oceanic - West Huasna, Subsection 15","[[-120.68621, 35.36693, 0.0], [-120.72039, 35.39055, 0.0]]"
199,"Oceanic - West Huasna, Subsection 14","[[-120.65205, 35.3433, 0.0], [-120.68621, 35.36693, 0.0]]"
96,"Oceanic - West Huasna, Subsection 13","[[-120.62436, 35.31467, 0.0], [-120.64951, 35.34155, 0.0], [-120.65205, 35.3433, 0.0]]"
68,"Oceanic - West Huasna, Subsection 12","[[-120.59721, 35.28562, 0.0], [-120.62436, 35.31467, 0.0]]"
1983,"Oceanic - West Huasna, Subsection 11","[[-120.57008, 35.25657, 0.0], [-120.59721, 35.28562, 0.0]]"
928,"Oceanic - West Huasna, Subsection 10","[[-120.54297, 35.22752, 0.0], [-120.57008, 35.25657, 0.0]]"
1610,"Oceanic - West Huasna, Subsection 9","[[-120.51709, 35.19777, 0.0], [-120.52673, 35.2101, 0.0], [-120.54297, 35.22752, 0.0]]"
1187,"Oceanic - West Huasna, Subsection 8","[[-120.49304, 35.16697, 0.0], [-120.51709, 35.19777, 0.0]]"
408,"Oceanic - West Huasna, Subsection 7","[[-120.46901, 35.13618, 0.0], [-120.49304, 35.16697, 0.0]]"
222,"San Luis Range (So Margin), Subsection 0","[[-119.82984, 34.56095, 0.0], [-119.86472, 34.62903, 0.0]]"
1223,"Santa Ynez (East), Subsection 0","[[-119.636, 34.4992, 0.0], [-119.56234, 34.48926, 0.0]]"
2582,"Santa Ynez (East), Subsection 1","[[-119.56234, 34.48926, 0.0], [-119.553, 34.488, 0.0], [-119.501, 34.4888, 0.0], [-119.48804, 34.49075, 0.0]]"
469,"Santa Ynez (East), Subsection 2","[[-119.48804, 34.49075, 0.0], [-119.435, 34.4987, 0.0], [-119.41434, 34.50014, 0.0]]"
581,"Santa Ynez (East), Subsection 3","[[-119.41434, 34.50014, 0.0], [-119.33996, 34.50532, 0.0]]"
2572,"Santa Ynez (East), Subsection 4","[[-119.33996, 34.50532, 0.0], [-119.32, 34.5067, 0.0], [-119.26774, 34.51983, 0.0]]"
1632,"Santa Ynez (East), Subsection 5","[[-119.26774, 34.51983, 0.0], [-119.23, 34.5293, 0.0], [-119.19481, 34.53048, 0.0]]"
245,"Santa Ynez (East), Subsection 6","[[-119.19481, 34.53048, 0.0], [-119.164, 34.5315, 0.0], [-119.1212, 34.53932, 0.0]]"
969,"Santa Ynez (East), Subsection 7","[[-119.1212, 34.53932, 0.0], [-119.04827, 34.5526, 0.0]]"
2155,"Santa Cruz Catalina Ridge alt2, Subsection 0","[[-118.33974, 33.2472, 0.0], [-118.39531, 33.26372, 0.0]]"
20,"Santa Cruz Catalina Ridge alt2, Subsection 1","[[-118.39531, 33.26372, 0.0], [-118.45091, 33.2802, 0.0]]"
2339,"Santa Cruz Catalina Ridge alt2, Subsection 2","[[-118.45091, 33.2802, 0.0], [-118.50653, 33.29667, 0.0]]"
797,"Santa Cruz Catalina Ridge alt2, Subsection 3","[[-118.50653, 33.29667, 0.0], [-118.51524, 33.29924, 0.0], [-118.55903, 33.31902, 0.0]]"
2306,"Santa Cruz Catalina Ridge alt2, Subsection 4","[[-118.55903, 33.31902, 0.0], [-118.61097, 33.34246, 0.0]]"
1440,"Santa Cruz Catalina Ridge alt2, Subsection 5","[[-118.61097, 33.34246, 0.0], [-118.64507, 33.35782, 0.0], [-118.66132, 33.36799, 0.0]]"
1067,"Santa Cruz Catalina Ridge alt2, Subsection 6","[[-118.66132, 33.36799, 0.0], [-118.70859, 33.39755, 0.0]]"
1625,"Santa Cruz Catalina Ridge alt2, Subsection 7","[[-118.70859, 33.39755, 0.0], [-118.73451, 33.41374, 0.0], [-118.74859, 33.4327, 0.0]]"
644,"Santa Cruz Catalina Ridge alt2, Subsection 8","[[-118.74859, 33.4327, 0.0], [-118.77975, 33.47461, 0.0]]"
67,"Santa Cruz Catalina Ridge alt2, Subsection 9","[[-118.77975, 33.47461, 0.0], [-118.79701, 33.49779, 0.0], [-118.81885, 33.5102, 0.0]]"
1563,"Santa Cruz Catalina Ridge alt2, Subsection 10","[[-118.81885, 33.5102, 0.0], [-118.84738, 33.52639, 0.0], [-118.85302, 33.54639, 0.0]]"
353,"Santa Cruz Catalina Ridge alt2, Subsection 11","[[-118.85302, 33.54639, 0.0], [-118.85735, 33.56176, 0.0], [-118.89026, 33.58107, 0.0]]"
1418,"Santa Cruz Catalina Ridge alt2, Subsection 12","[[-118.89026, 33.58107, 0.0], [-118.93868, 33.60945, 0.0]]"
2537,"Santa Cruz Catalina Ridge alt2, Subsection 13","[[-118.93868, 33.60945, 0.0], [-118.98714, 33.63782, 0.0]]"
500,"Santa Cruz Catalina Ridge alt2, Subsection 14","[[-118.98714, 33.63782, 0.0], [-119.00881, 33.6505, 0.0], [-119.03184, 33.6699, 0.0]]"
1585,"Santa Cruz Catalina Ridge alt2, Subsection 15","[[-119.03184, 33.6699, 0.0], [-119.04837, 33.68382, 0.0], [-119.07576, 33.70294, 0.0]]"
399,"Channel Islands Western Deep Ramp, Subsection 5","[[-119.50152, 34.11739, 4.8], [-119.45488, 34.1001, 4.8], [-119.40656, 34.06878, 4.8]]"
1134,"Channel Islands Western Deep Ramp, Subsection 4","[[-119.59932, 34.16175, 4.8], [-119.58494, 34.15842, 4.8], [-119.54209, 34.13241, 4.8], [-119.50152, 34.11739, 4.8]]"
475,"Channel Islands Western Deep Ramp, Subsection 3","[[-119.70796, 34.18608, 4.8], [-119.69145, 34.18303, 4.8], [-119.59932, 34.16175, 4.8]]"
1860,"Rose Canyon, Subsection 15","[[-117.31994, 33.00501, 0.0], [-117.32515, 33.01888, 0.0], [-117.33854, 33.03452, 0.0]]"
1389,"Rose Canyon, Subsection 14","[[-117.30784, 32.97276, 0.0], [-117.31994, 33.00501, 0.0]]"
172,"Rose Canyon, Subsection 13","[[-117.29576, 32.94052, 0.0], [-117.30784, 32.97276, 0.0]]"
1835,"Rose Canyon, Subsection 12","[[-117.28368, 32.90827, 0.0], [-117.29576, 32.94052, 0.0]]"
2365,"Rose Canyon, Subsection 11","[[-117.27161, 32.87602, 0.0], [-117.28368, 32.90827, 0.0]]"
965,"Rose Canyon, Subsection 10","[[-117.25416, 32.84649, 0.0], [-117.26357, 32.85454, 0.0], [-117.27161, 32.87602, 0.0]]"
153,"Rose Canyon, Subsection 9","[[-117.228, 32.8209, 0.0], [-117.24129, 32.83548, 0.0], [-117.25416, 32.84649, 0.0]]"
1290,"Coronado Bank alt2, Subsection 32","[[-117.07051, 32.21848, 0.0], [-117.04738, 32.18565, 0.0]]"
1260,"Coronado Bank alt2, Subsection 33","[[-117.04738, 32.18565, 0.0], [-117.02427, 32.15282, 0.0]]"
1278,"Coronado Bank alt2, Subsection 34","[[-117.02427, 32.15282, 0.0], [-117.00118, 32.11998, 0.0]]"
2372,"Coronado Bank alt2, Subsection 35","[[-117.00118, 32.11998, 0.0], [-116.9781, 32.08714, 0.0]]"
2198,"Oceanic - West Huasna, Subsection 29","[[-121.17856, 35.66878, 0.0], [-121.21967, 35.68358, 0.0]]"
672,"Oceanic - West Huasna, Subsection 28","[[-121.13743, 35.65401, 0.0], [-121.15266, 35.65945, 0.0], [-121.17856, 35.66878, 0.0]]"
776,"Oceanic - West Huasna, Subsection 27","[[-121.09628, 35.6393, 0.0], [-121.13743, 35.65401, 0.0]]"
2276,"San Luis Range - Pecho 2011 CFM, Subsection 4","[[-120.84625, 35.16419, 0.0], [-120.89162, 35.19147, 0.0]]"
2157,"San Luis Range - Pecho 2011 CFM, Subsection 3","[[-120.80063, 35.13723, 0.0], [-120.80622, 35.14009, 0.0], [-120.84625, 35.16419, 0.0]]"
982,"San Luis Range - Pecho 2011 CFM, Subsection 2","[[-120.7529, 35.11282, 0.0], [-120.80063, 35.13723, 0.0]]"
1741,"San Luis Range - Pecho 2011 CFM, Subsection 1","[[-120.71754, 35.0785, 0.0], [-120.73651, 35.10442, 0.0], [-120.7529, 35.11282, 0.0]]"
2395,"Panamint Valley, Subsection 16","[[-117.3759, 36.38918, 0.0], [-117.41147, 36.43964, 0.0]]"
1685,"Shoreline, Subsection 0","[[-120.742, 35.132, 0.0], [-120.78663, 35.16724, 0.0]]"
